"Name","Url","Telephone","Latitude","Longitude","Address","County","Tags"
"Ballymahon Greenway Cycles","https://ballymahongreenwaycycles.ie/","00353906438608","53.5671785","-7.761724199999999","Mostrim Rd, Ballymahon, N39 W6H0","Longford","Activity,Experience,Cycling,Activity Operator,Bike Rental"
"Ballymalis Castle",,"","52.0845424","-9.692437699999997","Ballymalis, , ","Kerry","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Ruins"
"Ballymaloe Cookery School","https://www.ballymaloecookeryschool.ie/","00353214646785","51.8603674","-8.0334393",", Shanagarry, P25 R274","Cork","Activity,Experience,Cooking,Cookery,Learning,Cafe,Food and Drink,Activity Operator"
"Ballymaloe Cookery School Gardens","https://www.ballymaloecookeryschool.ie/","00353214646785","51.8603674","-8.0334393",", Shanagarry, P25 R274","Cork","Activity,Experience,Gardening,Nature and Wildlife,Learning,Gardens,Attraction,Garden,Cafe,Food and Drink,Activity Operator,Tour"
"Ballymaloe House Restaurant","https://www.ballymaloe.ie/our-restaurant-cork/our-restaurant","00353214652531","51.86524960000001","-8.0733299",", Shanagarry, ","Cork","Activity,Food and Drink,Experience,Restaurant,Artisan,Local Produce,Seafood,Vegetarian"
"Ballymascanlon Golf Course","https://www.ballymascanlon.com/golf.html","00353429358200","54.03155509999999","-6.352538499999999","Carlingford Rd, Ballymascanlan, Dundalk, A91 PF57","Louth","Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant,Activity Operator"
"Ballymoney Golf Course","https://www.ballymoneygolfclub.ie/","00353539421976","52.6765938","-6.237385499999999","Prospect, Ballymoney, ","Wexford","Golf Course,Activity,Experience,Golf"
"Ballymoney North Beach",,"","52.6786721","-6.202994199999999","Ballymoney Beach, Ballymoney Lower, Ballymoney, ","Wexford","Activity,Experience,Attraction,Beach"
"Ballymoon Castle","https://carlowtourism.com/attraction/ballymoon-castle-2/","","52.700405","-6.906296700000001","Ballywilliamroe, , ","Carlow","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Ruins"
"Ballymore Historic Features","http://www.ballymorehistoricfeatures.com","00353868246921","52.598346","-6.374547",", Ballymore, ","Wexford","Activity,Experience,Attraction,Museums and Attraction,Tour"
"Ballymorris Pottery","https://ballymorrispottery.ie/","0035361357118","52.6906707","-8.772129999999999","Ballymorris, Cratloe, V95 WP95","Clare","Activity,Experience,Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Food Shops ,Tour"
"Ballymote and District Angling Club","https://www.facebook.com/p/Ballymote-District-Angling-Club-100063470980101/","00353868612225","54.08986135119296","-8.51710691790754","Ballymote and District Angling Club, Ballymote, ","Sligo","Activity,Experience,Fishing,Angling,Activity Operator,Nature and Wildlife"
"Ballymote Castle",,"","54.087625","-8.519724499999999",", Ballymote, ","Sligo","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Ruins"
"Ballymurrin Quaker Farmstead","https://www.ballymurrinquakerfarmstead.eu/","0035340448206","52.9341601","-6.1066529","Ballymurrin House, Ballymurrin Lower, Kilbride, , ","Wicklow","Activity,Experience,Agriculture,Nature and Wildlife,Attraction,Historic Houses and Castle,Museums and Attraction"
"Ballynacarriga Castle","https://www.visitdunmanway.ie/ballincarigga-castle-lake--picnic-area.html","00353238833226","51.705571","-9.031647999999999","51°42'20.1""N 9°01'53.9""W, 3 St Patrick's Quay, Ballynacarriga, Bandon, ","Cork","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Ruins"
"Ballynacourty Gardens",,"0035361396409","52.643399","-8.935327",", Ballysteen, ","Limerick","Activity,Experience,Gardening,Nature and Wildlife,Gardens,Attraction,Garden"
"Ballynahinch Castle Hotel and Gardens","https://www.ballynahinch-castle.com/","003539531006","53.460188","-9.862960999999999",", Recess, ","Galway","Activity,Experience,Restaurant,Walking ,Walking,Castle,Attraction,Historic Houses and Castle,Gardens,Garden,Food and Drink,Nature and Wildlife,Tour"
"Ballynamona Court Cairn","http://blog.waterfordmuseum.ie/2019/08/court-cairn-at-ballinamona-lower-old.html","","52.003606","-7.581712","Ballynmona, Halfway House, ","Waterford","Activity,Experience"
"Ballyneety Golf Club","https://www.ballyneetygolfclub.com/","0035361351881","52.59033100000001","-8.551449999999999",", Glen, V94 7W13","Limerick","Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Restaurant,Activity Operator"
"Ballyrafton Wood",,"","52.7216886568351","-7.22985378107382",", Ballyfoyle, ","Kilkenny","Activity,Experience,Public Park,Nature and Wildlife"
"Ballyrisode Beach","https://beachawards.ie/green-coast/sites/","","51.5113028","-9.662243199999999","Unnamed Rd, Co., Ballyrisode, , ","Cork","Activity,Experience,Attraction,Beach"
"The Palace Bar & Restaurant at Ballyroe Heights Hotel","https://www.ballyroe.com/dining/","00353667126796","52.29660499999999","-9.750987","Ballyroe, Tralee, V92 HT91","Kerry","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"Ballysaggartmore Towers","https://www.theirishplace.com/heritage/history-ballysaggartmore-towers","","52.1472156","-7.9631741","Southpark, , ","Waterford","Activity,Experience,Walking ,Walking,Attraction,Historic Houses and Castle,Castle,Ruins,Nature and Wildlife"
"Ballyscanlon Forest",,"","52.1676731","-7.214711900000002","Ballyscanlon, Ballyscanlan, Fennor, , ","Waterford","Activity,Experience,Forest Park,Park and Forest Walk,Walking,Nature and Wildlife"
"Ballyshannon and District Museum","https://www.facebook.com/Ballyshannonmuseum","00353876888789","54.5029882","-8.1920416","The Old Baracks, Townparks, Ballyshannon, ","Donegal","Activity,Experience,Attraction,Museums and Attraction"
"Ballyteigue Strand","http://www.fishingireland.net","","52.1714991663952","-6.58842914743204","Ballyteigue, Kilmore Quay, ","Wexford","Activity,Experience,Fishing,Angling,Attraction,Beach"
"Ballyvaughan Farmers Market","https://www.facebook.com/BallyvaughanFarmersMarket/","00353868038477","53.115379","-9.149232","Village Hall Car Park, Ballyvaughan, ","Clare","Activity,Experience,Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops "
"Ballyvaughan Pier",,"","53.11991080000001","-9.153516500000004","Lisnanard, , ","Clare","Activity,Experience,Natural Landscape,Attraction,Nature and Wildlife"
"Balor Arts Centre","https://www.balorartscentre.com/","00353749131840","54.80028899999999","-7.778750100000001","Main St, Ballybofey, ","Donegal","Activity Experience Venue Comedy Music Activity Operator"
"Balor Otherworld","https://www.balorotherworld.com/","00353876656198","52.71178219999999","-8.8783365","Shannon, , ","Clare","Activity,Experience,Walking ,Walking,Activity Operator,Tour"
"Baltimore Diving and Whale Watching Centre","https://www.baltimorediving.com/","00353862412855","51.4853068","-9.370326899999998","Harbour Drive, Baltimore, P81 EP99","Cork","Activity,Experience,Activity Operator,Nature and Wildlife"
"Baltimore Harbour",,"","51.48573","-9.369899999999998","Baltimore Harbour, Baltimore, ","Cork","Activity,Experience,Attraction,Embarkation Point,Ruins,Historic Houses and Castle"
"Baltimore Heritage Trail","https://www.baltimore.ie/","","51.4812883030967","-9.36871169570241",", Baltimore, ","Cork","Activity,Walking ,Walking,Nature and Wildlife"
"Baltimore Sea Safari","https://baltimoreseasafari.ie/","003532820753","51.48294530960786","-9.37493442061691","Church Strand, Baltimore, ","Cork","Activity Experience Activity Operator Nature and Wildlife Boat Tour"
"Baltimore Yacht Charters","https://www.baltimorediving.com/","00353862412855","51.4852576","-9.3706419","Harbour Drive, Baltimore, ","Cork","Activity,Experience,Sailing,Activity Operator,Nature and Wildlife,Boat,Tour"
"Baltinglass Abbey","https://visitwicklow.ie/listing/baltinglass-abbey/","","52.9439747","-6.7102325","east, Baltinglass East, Baltinglass, ","Wicklow","Activity Experience Attraction Historic Houses and Castle Church Abbey Monastery Churches  Abbeys and Monastery Ruins"
"Baltinglass Golf Club","https://www.baltinglassgolfclub.ie/","00353596481350","52.9448636","-6.717101299999998","Baltinglass East, Baltinglass, W91 PE04","Wicklow","Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant,Activity Operator"
"Baltinglass Outdoor Education Centre","https://www.baltinglassoec.com/","00353596481002","52.94149999999999","-6.706572999999999","Weaver's Square, Baltinglass East, Baltinglass, ","Wicklow","Activity Kayaking Activity Operator"
"Bambu Restaurant","https://bambulimerick.ie/","","52.66266759999999","-8.6277062","28 O'Connell St, Prior's-Land, , V94 FH02","Limerick","Activity Food and Drink Experience Restaurant"
"Bandon Farmers' Market","https://www.facebook.com/BandonFarmersMarket","","51.7440126","-8.7395436","3 Market St, Cloghmacsimon, Bandon, P72 TX36","Cork","Activity,Experience,Food and Drink,Restaurant,Food Shops ,Shopping"
"Bandon Golf Club","https://www.bandongolfclub.com/","00353238841111","51.739131","-8.775356","Bandon Golf Club, Castlebernard, Bandon, ","Cork","Golf Course Activity Experience Golf Driving Range General Golf Driving Range Activity Operator"
"Bang Restaurant","https://www.bangrestaurant.com/","0035314004229","53.33833272646185","-6.254015343208266","Bang Restaurant, 11 Merrion Row, , ","Dublin","Activity,Food and Drink,Restaurant"
"Banna Strand","https://www.blueflag.global/show-site?siteId=6644","00353667183500","52.33845599999999","-9.834776999999999","Banna Beach, Banna-Mountain, Banna Mountain, , ","Kerry","Activity,Experience,Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Attraction,Beach,Nature and Wildlife"
"Bantry Bay Boat Hire","https://www.bantrybayboathire.com/","00353838881102","51.6816828","-9.4599253","The Railway Pier, Reenrour West, Bantry, P75 RH59","Cork","Activity,Kayaking,Activity Operator,Boat,Tour"
"Bantry Bay Charters","https://bantrybaycharters.ie","00353830896828","51.75066","-9.54243","N71, Reenmeen East, Glengarriff, ","Cork","Activity,Cruising,Fishing,Angling,Kayaking,Activity Operator,Day Tour,Tour,Boat"
"Bantry Bay Golf Club","https://bantrygolf.com/","003532750579","51.699677","-9.443405900000002","Caher, Donemark, , P75 DT68","Cork","Golf Course,Activity,Experience,Golf,Activity Operator"
"Bantry Bay Sailing Club","https://www.bantrybaysailingclub.ie/","00353879876390","51.6771861","-9.469678799999999","Abbey, Cork Road, Bantry, ","Cork","Activity,Experience,Learning,Sailing,Activity Operator"
"Bantry Harbour",,"","51.67985319999999","-9.461110499999998","Bantry Pier, , ","Cork","Activity,Experience,Attraction,Embarkation Point,Island,Offshore Island,Natural Landscape"
"Bantry House & Garden","http://www.bantryhouse.com/the-house.html","003532750047","51.6774722","-9.464506499999999","Bantry House, Seafield, Bantry, ","Cork","Activity,Experience,Attraction,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
"Bantry Market","https://www.bantrymarket.ie/","","51.68047070000001","-9.453471799999999","Wolfe Tone Square, Town Lots, Bantry, P75 PC96","Cork","Activity Experience Food and Drink Restaurant Shopping Shopping Centres and Department Store Food Shops "
"Bar and Restaurant at the Haven Hotel","https://www.thehavenhotel.com/food","0035351383150","52.15225599999999","-6.995580599999999","Dock Rd, Nymphhall, Dunmore East, ","Waterford","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Seafood,Vegetarian"
"Bar Rua","https://galwaybaybrewery.com/barrua/","0035314414425","53.3410567","-6.2624311","32 Clarendon Street, , ","Dublin","Activity Food and Drink Restaurant Pubs and Bar"
"Bar Square","https://www.facebook.com/barsquareballina/","003539621894","54.1143774","-9.156487799999997","Garden St, Ballina, ","Mayo","Activity,Food and Drink,Experience,Venue,Music,Pubs and Bar"
"Bard Summer School","https://bardmythologies.com/","0035314904879","53.7924554847732","-9.9881419536732",", Clare Island, ","Mayo","Activity,Experience,Learning,Activity Operator"
"Bargetrip.ie - Canal Boat Tour","https://www.bargetrip.ie/","00353876465465","53.2490957","-6.664810099999999","Canal View, Sallins, ","Kildare","Activity,Experience,Cruising,Activity Operator,Boat,Tour"
"Barley Cove",,"","51.4698","-9.78121","Cannawee, Barleycove, , ","Cork","Activity,Experience"
"Barley Cove","https://www.blueflag.global/show-site?siteId=6645","","51.4690113","-9.7769335","Dough, , ","Cork","Activity,Experience,Swimming,Swimming Pools and Water Park,Venue,Attraction,Beach,Nature and Wildlife"
"Barleycove Surf Camp","https://www.facebook.com/barleycovesurf/","00353876477855","51.4690113","-9.7769335","Dough, , ","Cork","Activity,Surfing,Activity Operator"
"Barnageara Beach",,"0035318400077","53.5866658407311","-6.14835903591612","Barnageara, , ","Dublin","Activity,Attraction,Beach,Nature and Wildlife"
"Barnagh Greenway Hub","https://barnaghgreenwayhub.ie/","003536961512","52.42007849999999","-9.1331549","Barnagh Greenway Hub, Limerick Greenway, Ballymurragh East, Newcastle West, ","Limerick","Activity,Experience,Cycling,Activity Operator,Cafe,Food and Drink,Vegan,Restaurant,Vegetarian,Bike Rental"
"FunKidz Klub","https://www.funkidzklub.ie/","00353656821626","52.86285849999999","-8.9823536","Gort Rd, Dulick, Ennis, V95 FF9W","Clare","Activity,Experience,Activity Operator,Cafe,Food and Drink,Food Shops ,Shopping"
"Barr An Chaladh","https://www.facebook.com/barranchaladh","0035391895762","53.2752805","-9.052777899999999","Daly's Place, 3 Woodquay, , ","Galway","Activity,Food and Drink,Experience,Venue,Music,Pubs and Bar"
"Barracuda Boat Trips","https://barracudaboattrips.com/","00353872301981","53.440931","-7.952705","Church Street, Athlone, ","Westmeath","Activity Experience Cruising Activity Operator Boat Tour"
"Barron’s Bakery and Coffee House","https://www.facebook.com/BarronsCoffeeHouse","003535854045","52.14665000000001","-7.849559000000001","4 Cook St, Cappoquin, P51 V2V5","Waterford","Activity,Food and Drink,Experience,Artisan,Restaurant,Cafe"
"Barrow Princess","https://barrowprincess.ie/","00353872529736","52.3916307","-6.950025200000002","Southknock, New Ross, ","Wexford","Activity,Experience,Cruising,Activity Operator,Nature and Wildlife,Boat,Tour"
"Barrowline Cruisers","https://www.barrowline.ie/","00353578626060","53.076479","-7.099672","Portaloise, Vicarstown, ","Laois","Activity,Experience,Cruising,Activity Operator,Boat,Tour"
"Doyle Design Dublin","https://barrydoyledesign.com/","0035316712838","53.34265209999999","-6.2642386","30 South Great George's Street, Arcade, , D02 DH79","Dublin","Activity,Craft,Shopping,Shopping Centres and Department Store"
"Barry's Coaches Ltd.","https://www.barryscoaches.com/","00353214505390","51.91073549999999","-8.465781099999997","Glen Ave, The Glen, , T23 DP20","Cork","Activity Experience Transport Coach Road"
"Barry’s of Douglas","https://barrysofdouglas.com","00353214891370","51.8771932","-8.4361263","Douglas East, Douglas, T12 YV08","Cork","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"Bartley's Bar & Restaurant at The Grafton Hotel","https://www.thegrafton.ie/bartleys-bar/","0035312552700","53.34112039999999","-6.2640698","31/32 Stephen Street Lower, Dublin, D02 WV05","Dublin","Activity Food and Drink Restaurant Pubs and Bar"
"Bartons Transport","https://bartons.ie/","0035316286338","53.368805","-6.589851","Straffan Road, Maynooth, ","Kildare","Activity,Experience,Transport,Coach,Road"
"Basecamp Action Adventure Park","https://www.basecampadventurepark.ie/","00353879305050","52.55122271657499","-9.141270420933777","The Woods, Shanagolden, ","Limerick","Activity Activity Operator"
"Bastible","https://www.bastible.com/","0035314737409","53.3320926","-6.2749177","Leonard's Corner, 111 S Circular Rd, Portobello, , D08 RW2K","Dublin","Activity,Food and Drink,Restaurant"
"Bastion","https://www.facebook.com/BastionKinsale/","00353214709696","51.7057526","-8.5242331","Sleveen, Kinsale, P17 C996","Cork","Activity,Food and Drink,Experience,Restaurant"
"Battle of the Boyne Visitor Centre","https://heritageireland.ie/places-to-visit/battle-of-the-boyne-visitor-centre-oldbridge-estate/","00353419809950","53.7230614","-6.418809299999999","Battle of the Boyne Visitor Centre, Drybridge, , ","Meath","Activity Experience Learning Gardens Attraction Garden Museums and Attraction Cafe Food and Drink Food Shops  Shopping"
"Bay Restaurant","https://www.bay.ie/","0035318532406","53.36312179999999","-6.178514599999999","369 Clontarf Rd, Clontarf, ","Dublin","Activity,Food and Drink,Restaurant"
"Bay SUP","https://www.baysup.ie/","00353872133996","53.12107492399177","-9.147416336657898","Ballyvaughan Beach, Ballyvaughan, ","Clare","Activity,Activity Operator,Nature and Wildlife"
"Bayleaf Bistro ","https://www.facebook.com/bandonbayleaf/","00353238842589","51.7437828","-8.737620999999999","Cloghmacsimon, Bandon, P72 A254","Cork","Activity,Food and Drink,Experience,Restaurant"
"Baysports","https://www.baysports.ie/","00353871330557","53.4697472","-7.987133900000002","Hodson Bay, Barry More, Kiltoom, N37 KH72","Roscommon","Activity,Experience,Kayaking,Activity Operator,Adventure Park,Cafe,Food and Drink,Boat,Tour"
"Bayview Angling Centre","https://www.bayviewangling.com/","00353872130416","53.51960599999999","-9.238084999999998","Derry Quay, Cross, ","Mayo","Activity,Experience,Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
"Bayview Restaurant","https://www.facebook.com/BayviewInishmore","00353867929925","53.1193043","-9.668794799999999","Point Rd, Killeany, Kilronan, , ","Galway","Activity,Food and Drink,Experience,Restaurant,Cafe,Seafood,Vegetarian"
"Beach Bar Surf School","https://www.facebook.com/beachbarsurfschool","00353860738869","54.269282","-8.757129","The Beach Bar, Aughris Head, , ","Sligo","Activity,Surfing,Activity Operator"
"Beaches Restaurant at Kelly's Resort Hotel","https://www.kellys.ie/dining/beaches-restaurant/","00353539132114","52.2754194","-6.387548399999999","Doogans Warren, , ","Wexford","Activity,Food and Drink,Experience,Restaurant"
"Béal Ború – Brian Ború's Fort","https://voicesfromthedawn.com/beal-boru/","0035361376866","52.8188887","-8.4516586",", Killaloe, ","Clare","Activity Experience"
"Beal Organic Cheese","https://beal.ie/","00353868239582","52.4477217173866","-9.48804514716361","Beal Lodge Organic Farm, Asdee, ","Kerry","Activity,Experience,Shopping,Shopping Centres and Department Store,Artisan,Food and Drink,Restaurant,Food Shops "
"Beale Strand",,"","52.57392059999999","-9.6313214","Beal East, , ","Kerry","Activity,Experience,Walking ,Walking,Attraction,Beach,River,Discovery Point,Nature and Wildlife"
"Bean and Goose ","https://beanandgoose.ie/","00353861857558","52.692645","-6.2720322","Unit 4A, Ballyloughan Business Park, Arklow Rd, Ballyloughan, Gorey, Y25 C1W2","Wexford","Activity,Food and Drink,Experience,Restaurant,Learning,Activity Operator,Artisan,Food Trails and Tour,Tour"
"Beans and Leaves","https://www.facebook.com/beans.leaves","00353906433534","53.4231156","-7.939590399999997","Lloyd's Ln, Athlone, N37 HP63","Westmeath","Activity,Food and Drink,Experience,Cafe"
"Bear Essentials","https://silverbearcentre.ie/shop/","00353877610537","54.125789","-7.710084099999999","Tirnawannagh, Bawnboy, ","Cavan","Activity,Experience,Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Food Shops "
"Beara Baoi Tours - Dursey Island","https://bearabaoitours.com/","00353876461627","51.610014417691666","-10.154623171899857","Cnocán, Beara, , ","Cork","Activity,Experience,Walking ,Walking,Activity Operator,Tour"
"Beara Outdoor Adventures","http://www.beara-outdoors.com","00353876678618","51.8292133480789","-9.51045744845154","Curragraigue, Bonane, ","Kerry","Activity,Experience,Climbing,Activity Operator,Cycling,Kayaking,Walking ,Walking"
"Bearna Golf Club","https://www.bearnagolfclub.com/","0035391592677","53.2785965","-9.1652183","Oddacres, Corboley, , H91 TN99","Galway","Golf Course,Activity,Experience,Golf,Food and Drink,Pubs and Bar,Restaurant,Activity Operator"
"Beaufort Golf Club","https://www.beaufortgc.com/","00353646644440","52.067319","-9.674517000000002",", Churchtown, V93 E8HW","Kerry","Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant,Activity Operator"
"Beaulieu House and Gardens","https://beaulieuhouse.ie/","00353419838557","53.7281596","-6.2935996","Beaulieu, Cross, A92 PD3R","Louth","Activity,Gardens,Attraction,Garden,Historic Houses and Castle,Venue,Music,Activity Operator,Tour"
"Beaumont House","https://www.beaumonthouse.ie/","0035318371008","53.38544619999999","-6.2336467","1 Shantalla Rd, Beaumont, , D09 F6N1","Dublin","Activity Food and Drink Restaurant Pubs and Bar"
"Beautiful Meath","http://www.beautifulmeath.com","00353(0)866055537","53.666201","-6.683543","42 Troytown Heights, Proudstown Road, Navan, ","Meath","Activity,Experience,Activity Operator,Tour"
"Beaverstown Golf Club","https://www.beaverstown.com/","0035318436439","53.49815599999999","-6.151193999999999","Beaverstown Rd, Beaverstown, , ","Dublin","Activity,Golf"
"Bective Abbey","http://monastic.ie/history/bective-cistercian-abbey","","53.5824741","-6.7028943","R161, Ballina, ","Meath","Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery"
"Bee Wise Nature Trail","https://beewise.ie/","00353863446791","53.5531187","-6.710673099999998","Creroge, Kilmessan, ","Meath","Activity Experience Learning Activity Operator Cafe Food and Drink Nature and Wildlife Tour"
"Beech Park Golf Club","https://beechpark.ie/","0035314580522","53.26001319999999","-6.498111699999998","Johnstown Rd, Newtown Upper, Rathcoole, ","Dublin","Activity,Golf"
"Beechdale Garden Centre","https://beechdale.ie/","00353539244271","52.4607195","-6.688046299999999","Beechdale, Moneytucker, Enniscorthy, Y21 V627","Wexford","Activity,Experience,Gardening,Nature and Wildlife,Gardens,Attraction,Garden,Shopping,Cafe,Food and Drink"
"Belcarra Eviction Cottage","https://www.museumsofmayo.com/eviction-cottage/eviction-cottage-belcarra.html","00353879090046","53.81290060000001","-9.219028100000001","Eviction Cottage, Elmhall, Castlebar, ","Mayo","Activity Experience Learning Attraction Museums and Attraction Tour"
"Belderrig  Valley Experience","https://www.belderrigvalley.com/","00353872515292","53.934581","-9.3516456","Ballna, Belderrig, ","Mayo","Activity,Experience,Activity Operator,Tour"
"Belfast, Titanic & Giants Causeway - Wild Rover Tours","https://wildrovertours.com/","0035312845560","53.3493606218099","-6.26018078414836","Tourist Office Dublin, 33 Bachelor's Walk, , ","Dublin","Activity,Activity Operator,Tour"
"Titanic and Belfast Day Tour – Irish Day Tours","https://www.irishdaytours.ie/titanic-belfast-day-trip-from-dublin","0035319073265","53.3443425","-6.2596291","Office 37, College Green, Dublin City, ","Dublin","Activity,Activity Operator,Tour"
"Bella & Brava Restaurant","https://bellabravarestaurant.com/","00353719306727","54.17101659999999","-8.6056089","unit 3 The Mill Centre, Coolaney, F56 NW98","Sligo","Activity,Food and Drink,Experience,Restaurant,Local Produce"
"Bella Bia",,"00353667144896","52.2675247","-9.708325299999998","1-2 Ivy Terrace, Tralee, V92 TF24","Kerry","Activity,Food and Drink,Experience,Restaurant"
"Bella Italia","https://www.bellaitalia.ie/city-centre/","0035361418872","52.6624174","-8.625577900000001","43 Thomas St, , V94 D527","Limerick","Activity,Food and Drink,Experience,Restaurant"
"Bellacragher Boat Club","https://www.facebook.com/Bellacragherbayboatclub/","00353876579348","53.96745842693286","-9.828443376998393","Claggan, Ballycroy, ","Mayo","Activity Experience Cruising Sailing Activity Operator Boat Tour"
"Belleek Woods","https://www.northmayo.ie/belleek-woods-ballina/","","54.133218292707404","-9.14571648726701","Belleek Woods, Ballina, ","Mayo","Activity Experience Walking  Walking Forest Park Park and Forest Walk Public Park Nature and Wildlife"
"Bellefield Design","https://cwcwe.ie/bellefield-design/","00353539236294","52.5060738","-6.5802956","Bellefield Rd, Enniscorthy, Y21 W6D7","Wexford","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops "
"Belle's Kitchen","https://www.rathmullanrestaurants.com/","00353749158800","55.09538080000001","-7.533970699999999","Pier Rd, Aghavannan Near, Rathmullan, F92 C935","Donegal","Activity,Food and Drink,Experience,Cafe,Seafood,Restaurant,Vegetarian"
"Bellewstown Golf Club","https://bellewstowngolfclub.ie/","00353419882757","53.64916799999999","-6.337637",", Hollymount, A92 FY92","Meath","Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range"
"Bellewstown Racecourse","https://www.bellewstownraces.ie/","00353419823614","53.64441744750369","-6.346453759016981",", Bellewstown, ","Meath","Activity,Experience,Race Course,Venue,Sports Venues"
"Bells Bar","https://www.maldronhotels.com/cork-shandon/dining/","00353214529200","51.9025511","-8.474646900000002","11 John Redmond St, Shandon, , T23 A9TF","Cork","Activity Food and Drink Experience Pubs and Bar"
"Belmont Demesne","https://belmontdemesne.ie/","00353833822003","53.1672038","-6.095185499999999","Lower Windgates, Windgate, Greystones, A63 FX34","Wicklow","Activity,Restaurant,Cycling,Walking ,Walking,Activity Operator,Adventure Park,Artisan,Food and Drink,Cafe,Local Produce"
"Beltra Country Market","https://www.facebook.com/beltracountrymarket/","00353872172104","54.2218763","-8.624828","Tanrego East, Beltra, ","Sligo","Activity,Experience,Craft,Shopping,Food and Drink,Restaurant,Shopping Centres and Department Store,Food Shops "
"Belturbet Golf Club","https://www.facebook.com/BelturbetGolfClub","00353499522287","54.1009779","-7.4297153","Corporation Lands, , ","Cavan","Golf Course,Activity,Experience,Golf,Venue,Sports Venues,Activity Operator"
"Belturbet Heritage Railway Museum","https://belturbetheritagerailway.com/","00353499522074","54.0977954","-7.4422278","Railway Station, Railway Rd, Corporation Lands, Belturbet, ","Cavan","Activity Experience Attraction Museums and Attraction Cafe Food and Drink Tour"
"Belvedere House Gardens & Park","https://belvedere-house.ie/","00353449338960","53.477197","-7.369202000000001","Belvidere, Mullingar, ","Westmeath","Activity Experience Restaurant Attraction Historic Houses and Castle Gardens Garden Cafe Food and Drink Tour"
"Ben O'Neill Music Shop","https://siopaceoil.com/","003535841933","52.0894793","-7.623868099999998","64 O'Connell St, Dungarvan, X35 HF54","Waterford","Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"Benbulben","https://www.sportireland.ie/outdoors/walking/trails/ben-bulben-loop","","54.3666667","-8.474444399999998","Benbulbin, Cloyragh, , ","Sligo","Activity,Experience,Walking ,Walking,Natural Landscape,Attraction,Nature and Wildlife"
"Branley's Yard, Rathcormac Craft Village","https://www.instagram.com/branleys_yard/?hl=en","00353852752589","54.31951859999999","-8.484036699999999","Branley's Yard, Clooneen, Rathcormac, F91 P7WX","Sligo","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops "
"Benbulben Pottery","https://davemcloughlinceramics.com","00353862155234","54.3193646","-8.483399400000001","Rathcormack, Clooneen, Rathcormac, ","Sligo","Activity,Experience,Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Food Shops "
"benchspace ","https://benchspacecork.ie/","00353874105476","51.8989885","-8.4504862","Unit O15, Marina Commercial Park, Centre Park Rd, Ballintemple, Cork City, T12 YAE4","Cork","Activity,Experience,Craft,Shopping,Learning,Activity Operator"
"Benny's Deli, Restaurant and Café","https://www.bennysdeli.com/","00353949620575","53.769361","-8.494767","Main St, Demesne, Castlerea, ","Roscommon","Activity,Food and Drink,Experience,Cafe"
"Bens Surf Clinic","https://www.benssurfclinic.com/","00353868448622","52.933274","-9.3472779","Promenade, Dough, Lahinch, ","Clare","Activity,Experience,Kayaking,Activity Operator,Surfing,Shopping"
"Bere Island","https://www.bereisland.net/","","51.6304715371706","-9.86344539008676","Bere Island Projects Group, Community Centre Bere Island, , Beara, , ","Cork","Activity Experience Bird Watching Nature and Wildlife Cycling Fishing Angling Sailing Activity Operator Swimming Swimming Pools and Water Park Venue Walking  Walking Island Attraction Offshore Island Museums and Attraction Natural Landscape"
"Bere Island (East End Pier)",,"","51.634348","-9.819922",", Bere Island, ","Cork","Activity,Experience"
"Bere Island (West End Pier)",,"","51.6332349","-9.866889","Bear Island, , ","Cork","Activity,Experience"
"Bere Island Ferries","http://www.bereislandferries.com","003532775009","51.6388705","-9.9009588","Bere island ferries Ferry lodge Derrycreeveen Bere Island, Derrycreeveen, , ","Cork","Activity,Experience,Transport,Coach,Road"
